index,gardenTemp,gardenCO2,gardenHumid,gardenLight,vegetableAge,vegetableGrowth,vegetableGrowthRate
1,19.349999427795414,581.5,54.94999980926514,53.843125,1,0.0,0.0
2,20.82499980926514,573.5,57.17500019073486,265.348,1,0.0,0.0
3,20.949999809265137,574.0,57.17499923706055,265.348,1,0.0,0.0
4,20.749999523162842,580.25,55.84999942779541,265.348,1,0.0,0.0
5,20.575000286102295,582.0,54.35000038146973,265.348,1,0.0,0.0
6,20.32499933242798,584.25,52.375,265.348,1,0.0,0.0
7,20.050000190734863,584.75,50.94999980926514,265.348,1,0.0,0.0
8,19.87499952316285,588.5,50.000000953674316,265.348,1,0.0,0.0
9,19.849999427795414,596.75,47.57500076293945,265.348,1,0.0,0.0
10,19.924999713897712,601.0,48.75,265.348,1,0.0,0.0
11,19.899999618530277,602.5,50.69999980926514,265.348,1,0.0,0.0
12,20.09999990463257,604.5,53.874999046325684,272.44725,1,0.0,0.0
13,20.77500009536743,616.5,54.55000019073486,309.41,1,0.0,0.0
14,22.399999618530273,643.75,49.75,309.41,1,0.0,0.0
15,22.199999809265137,629.75,48.22499942779541,309.41,1,0.0,0.0
16,21.40000009536743,630.0,47.47500038146973,309.41,1,0.0,0.0
17,22.425000190734867,628.75,46.75,309.41,1,0.0,0.0
18,22.399999618530273,624.5,45.82500076293945,309.41,1,0.0,0.0
19,21.574999809265137,620.0,45.09999942779541,309.41,1,0.0,0.0
20,22.09999990463257,617.5,44.35000038146973,309.41,1,0.0,0.0
21,22.250000476837158,613.75,43.80000019073486,309.41,1,0.0,0.0
22,22.0,609.25,43.47500038146973,309.41,1,0.0,0.0
23,21.774999618530277,605.5,45.97500038146973,309.41,1,0.0,0.0
24,22.125000000000004,604.5,46.02499961853027,309.41,1,0.0,0.0
25,22.5,602.25,45.02499961853027,309.41,1,0.0,0.0
26,22.0,600.25,44.27500057220459,309.41,1,0.0,0.0
27,22.399999618530273,596.0,43.34999942779541,309.41,1,0.0,0.0
28,22.22499990463257,593.5,42.52500057220459,309.41,1,0.0,0.0
29,22.525000095367435,594.0,41.999999046325684,309.41,1,0.0,0.0
30,22.57499980926514,589.75,41.625,309.41,1,0.0,0.0
31,22.02500009536743,588.0,41.34999942779541,309.41,1,0.0,0.0
32,22.574999809265144,585.0,40.80000019073486,309.41,1,0.0,0.0
33,22.624999523162842,583.5,41.14999961853027,309.41,1,0.0,0.0
34,22.175000190734863,585.0,41.47499942779541,309.41,1,0.0,0.0
35,22.02500009536743,585.25,40.70000076293945,309.41,1,0.0,0.0
36,22.825000286102295,583.5,40.35000133514404,309.41,1,0.0,0.0
37,22.67499971389771,580.75,40.19999980926514,309.41,1,0.0,0.0
38,22.32499933242798,574.5,39.72499942779541,309.41,1,0.0,0.0
39,22.274999618530273,575.25,39.35000038146973,309.41,1,0.0,0.0
40,22.349999427795414,574.5,39.04999923706055,309.41,1,0.0,0.0
41,22.299999237060547,570.75,38.875000953674316,309.41,1,0.0,0.0
42,22.299999237060547,568.25,38.64999961853027,309.41,1,0.0,0.0
43,22.349999427795414,569.0,38.67500019073486,309.41,1,0.0,0.0
44,22.39999961853028,565.5,39.10000038146973,309.41,1,0.0,0.0
45,22.39999961853028,562.0,39.22500038146973,309.41,1,0.0,0.0
46,22.39999961853028,562.25,38.72500038146973,309.41,1,0.0,0.0
47,22.5,559.75,38.19999980926514,309.41,1,0.0,0.0
48,22.575000286102295,558.25,37.89999961853027,309.41,1,0.0,0.0
49,22.575000286102295,556.0,37.80000019073486,309.41,1,0.0,0.0
50,22.600000381469727,558.25,37.95000076293945,309.41,1,0.0,0.0
51,22.600000381469727,556.5,37.624999046325684,309.41,1,0.0,0.0
52,22.550000190734863,552.25,37.54999923706055,309.41,1,0.0,0.0
53,22.600000381469727,552.0,37.375000953674316,309.41,1,0.0,0.0
54,22.65000057220459,548.75,36.97500038146973,309.41,1,0.0,0.0
55,22.700000762939453,547.0,36.85000038146973,309.41,1,0.0,0.0
56,22.75,545.75,36.47500038146973,309.41,1,0.0,0.0
57,22.774999618530273,545.5,36.14999961853027,309.41,1,0.0,0.0
58,22.849999427795414,545.5,36.07499885559081,309.41,1,0.0,0.0
