index,gardenTemp,gardenCO2,gardenHumid,gardenLight,vegetableAge,vegetableGrowth,vegetableGrowthRate
1,23.67500066757202,449.0,47.65000057220459,0.0,1,0.0,0.0
2,23.65000057220459,449.5,47.67500019073486,0.0,1,0.0,0.0
3,23.67500066757202,451.0,48.19999980926514,0.0,1,0.0,0.0
4,23.725000381469727,450.5,48.35000038146973,0.0,1,0.0,0.0
5,23.700000762939453,451.25,48.60000038146973,0.0,1,0.0,0.0
6,23.67500066757202,452.5,49.07499980926514,0.0,1,0.0,0.0
7,23.625000476837158,453.25,49.42500019073486,0.0,1,0.0,0.0
8,23.700000286102295,450.0,49.57499980926514,0.0,1,0.0,0.0
9,23.625000476837158,450.0,49.80000019073486,0.0,1,0.0,0.0
10,23.600000381469727,450.25,49.97500038146973,0.0,1,0.0,0.0
11,23.600000381469727,451.0,49.95000076293945,0.0,1,0.0,0.0
12,23.600000381469727,453.0,49.92500114440918,0.0,1,0.0,0.0
13,23.550000190734863,452.75,50.04999923706055,0.0,1,0.0,0.0
14,23.600000381469727,453.5,50.14999961853027,0.0,1,0.0,0.0
15,23.575000286102295,450.5,50.22499942779541,0.0,1,0.0,0.0
16,23.65000009536743,453.0,50.22500038146973,0.0,1,0.0,0.0
17,23.75,450.75,50.30000019073486,0.0,1,0.0,0.0
18,23.600000381469727,450.0,50.17500019073486,0.0,1,0.0,0.0
19,23.575000286102295,451.75,50.07499885559081,0.0,1,0.0,0.0
20,23.550000190734863,450.75,50.125,0.0,1,0.0,0.0
21,23.52500009536743,450.75,50.32499980926514,0.0,1,0.0,0.0
22,23.47499990463257,449.5,50.42500114440918,0.0,1,0.0,0.0
23,23.47499990463257,450.5,50.47500038146973,0.0,1,0.0,0.0
24,23.424999713897712,451.5,50.27499961853027,0.0,1,0.0,0.0
25,23.39999961853028,456.75,50.35000038146973,0.0,1,0.0,0.0
26,23.44999980926514,453.25,50.250000953674316,0.0,1,0.0,0.0
27,23.44999980926514,452.25,49.30000019073486,0.0,1,0.0,0.0
28,23.47499990463257,452.75,49.22499942779541,0.0,1,0.0,0.0
29,23.5,455.0,49.375,0.0,1,0.0,0.0
30,23.44999980926514,454.5,49.22499942779541,0.0,1,0.0,0.0
31,23.600000381469727,456.0,49.07500076293945,0.0,1,0.0,0.0
32,23.575000286102295,455.5,48.5,0.0,1,0.0,0.0
33,23.575000286102295,453.5,47.499999046325684,0.0,1,0.0,0.0
34,23.575000286102295,453.25,47.04999923706055,0.0,1,0.0,0.0
35,23.5,457.75,46.85000038146973,0.0,1,0.0,0.0
36,23.550000190734863,455.5,46.80000019073486,0.0,1,0.0,0.0
37,23.550000190734863,457.25,47.374999046325684,0.0,1,0.0,0.0
38,23.5,455.5,47.75,0.0,1,0.0,0.0
39,23.47499990463257,455.0,48.04999923706055,0.0,1,0.0,0.0
40,23.47499990463257,452.0,48.17499923706055,0.0,1,0.0,0.0
41,23.424999713897712,449.25,48.47500038146973,0.0,1,0.0,0.0
42,23.39999961853028,450.25,48.30000019073486,0.0,1,0.0,0.0
43,23.39999961853028,451.5,48.02499961853027,0.0,1,0.0,0.0
44,23.37499952316285,451.75,47.64999961853027,0.0,1,0.0,0.0
45,23.39999961853028,452.5,47.25,0.0,1,0.0,0.0
46,23.39999961853028,453.5,47.27500057220459,0.0,1,0.0,0.0
47,23.39999961853028,453.75,48.19999980926514,0.0,1,0.0,0.0
48,23.39999961853028,455.5,48.85000038146973,0.0,1,0.0,0.0
49,23.37499952316285,453.0,49.17500019073486,0.0,1,0.0,0.0
50,23.39999961853028,455.25,49.22499942779541,0.0,1,0.0,0.0
51,23.39999961853028,457.0,49.14999961853027,0.0,1,0.0,0.0
52,23.32499933242798,456.75,49.22500038146973,0.0,1,0.0,0.0
53,23.349999427795414,456.5,49.14999961853027,0.0,1,0.0,0.0
54,23.349999427795414,457.5,48.72499942779541,0.0,1,0.0,0.0
55,23.37499952316285,460.25,48.32499980926514,0.0,1,0.0,0.0
56,23.32499933242798,459.5,48.20000076293945,0.0,1,0.0,0.0
57,23.399999618530277,458.5,48.57500076293945,0.0,1,0.0,0.0
58,23.39999961853028,456.75,48.32499980926514,0.0,1,0.0,0.0
59,23.39999961853028,454.25,48.55000019073486,0.0,1,0.0,0.0
60,23.47499990463257,457.5,48.72500038146973,0.0,1,0.0,0.0
61,23.44999980926514,458.25,48.90000057220459,0.0,1,0.0,0.0
62,23.47499990463257,458.5,49.30000019073486,0.0,1,0.0,0.0
63,23.52500009536743,458.25,49.35000038146973,0.0,1,0.0,0.0
64,23.52500009536743,457.75,49.875,0.0,1,0.0,0.0
65,23.52500009536743,451.5,50.25,0.0,1,0.0,0.0
66,23.44999980926514,451.5,50.54999923706055,0.0,1,0.0,0.0
67,23.47499990463257,451.0,50.64999961853027,0.0,1,0.0,0.0
68,23.39999961853028,452.25,50.59999847412109,0.0,1,0.0,0.0
69,23.39999961853028,450.5,50.57499885559081,0.0,1,0.0,0.0
70,23.424999713897712,447.75,50.69999980926514,0.0,1,0.0,0.0
71,23.39999961853028,446.0,50.75,0.0,1,0.0,0.0
72,23.39999961853028,446.75,50.85000038146973,0.0,1,0.0,0.0
73,23.39999961853028,447.75,51.02499961853027,0.0,1,0.0,0.0
74,23.37499952316285,446.5,51.17500019073486,0.0,1,0.0,0.0
75,23.39999961853028,448.0,51.14999961853027,0.0,1,0.0,0.0
76,23.424999713897712,443.5,51.17500019073486,0.0,1,0.0,0.0
77,23.39999961853028,440.5,51.22499942779541,0.0,1,0.0,0.0
78,23.39999961853028,440.5,51.42500114440918,0.0,1,0.0,0.0
79,23.39999961853028,444.0,51.32500076293945,0.0,1,0.0,0.0
80,23.39999961853028,446.0,51.30000019073486,0.0,1,0.0,0.0
81,23.37499952316285,444.25,51.12499904632568,0.0,1,0.0,0.0
82,23.39999961853028,444.0,51.04999923706055,0.0,1,0.0,0.0
83,23.39999961853028,443.25,51.12499904632568,0.0,1,0.0,0.0
84,23.39999961853028,444.75,51.20000076293945,0.0,1,0.0,0.0
85,23.39999961853028,448.75,50.84999942779541,0.0,1,0.0,0.0
86,23.42499971389771,448.75,50.375000953674316,0.0,1,0.0,0.0
87,23.39999961853028,448.25,50.32499980926514,0.0,1,0.0,0.0
88,23.47499990463257,449.25,50.22500038146973,0.0,1,0.0,0.0
89,23.47499990463257,449.0,49.875,0.0,1,0.0,0.0
90,23.550000190734863,448.25,50.125,12.3764,1,0.0,0.0
91,23.625000476837158,448.5,50.20000076293945,22.432225000000003,1,0.0,0.0
92,23.72499990463257,448.0,50.374999046325684,33.261575,1,0.0,0.0
93,23.799999237060547,445.75,50.92500019073486,43.3174,1,0.0,0.0
94,23.849999427795414,445.75,51.17500019073486,53.373225000000005,1,0.0,0.0
95,23.89999961853028,447.25,51.22500038146973,64.202575,1,0.0,0.0
96,23.89999961853028,447.0,51.40000057220459,75.80545000000001,1,0.0,0.0
97,23.94999980926514,448.0,51.40000057220459,88.18185,1,0.0,0.0
98,23.974999904632572,448.0,51.25,97.46414999999999,1,0.0,0.0
99,24.075000286102295,447.5,51.25,106.74645,1,0.0,0.0
100,24.100000381469727,450.25,51.07499980926514,119.12285,1,0.0,0.0
101,24.125000476837158,450.25,51.09999942779541,128.40515,1,0.0,0.0
102,24.299999237060547,450.5,50.85000038146973,136.1404,1,0.0,0.0
103,24.349999427795414,450.75,50.80000114440918,150.06385,1,0.0,0.0
104,24.39999961853028,450.25,50.59999942779541,159.34615000000002,1,0.0,0.0
105,24.47499990463257,448.75,50.52499961853027,167.0814,1,0.0,0.0
106,24.625000476837158,450.0,50.44999980926514,177.137225,1,0.0,0.0
107,24.75,446.0,50.27499961853027,187.96657499999998,1,0.0,0.0
108,24.849999427795414,444.5,49.89999961853027,199.56945000000002,1,0.0,0.0
109,24.89999961853028,446.5,49.79999923706055,211.94585,1,0.0,0.0
110,25.075000286102295,443.0,49.75,221.22815,1,0.0,0.0
111,25.15000057220459,446.25,49.625,230.51045,1,0.0,0.0
112,25.274999618530273,443.75,49.34999942779541,242.88684999999998,1,0.0,0.0
113,25.37499952316285,442.75,49.14999961853027,252.16915,1,0.0,0.0
114,25.47499990463257,443.25,49.32500076293945,261.45144999999997,1,0.0,0.0
115,25.625000476837158,444.75,48.82500076293945,273.82785,1,0.0,0.0
116,25.799999713897705,445.5,48.07499980926514,285.430725,1,0.0,0.0
117,25.924999713897712,442.75,47.52500057220459,297.0336,1,0.0,0.0
118,26.125000476837158,442.25,46.89999961853027,304.76885000000004,1,0.0,0.0
119,26.27500009536743,442.0,46.80000019073486,309.41,1,0.0,0.0
120,26.424999713897712,440.5,46.5,309.41,1,0.0,0.0
121,26.52500009536743,440.25,46.42500019073486,309.41,1,0.0,0.0
122,26.600000381469727,438.75,47.57499980926514,309.41,1,0.0,0.0
123,26.625000476837158,440.75,48.875000953674316,309.41,1,0.0,0.0
124,26.625000476837158,441.25,49.60000038146973,309.41,1,0.0,0.0
125,26.625000476837158,439.5,50.0,309.41,1,0.0,0.0
126,26.65000057220459,440.25,50.39999961853027,309.41,1,0.0,0.0
127,26.67500066757202,437.25,50.67499923706055,309.41,1,0.0,0.0
128,26.72499990463257,438.25,50.82499980926514,309.41,1,0.0,0.0
129,26.725000381469727,437.5,51.0,309.41,1,0.0,0.0
130,26.65000057220459,438.5,51.07499885559081,309.41,1,0.0,0.0
131,26.700000762939453,439.5,51.12499904632568,309.41,1,0.0,0.0
132,26.75,439.0,51.20000076293945,309.41,1,0.0,0.0
133,26.774999618530273,440.5,51.20000076293945,309.41,1,0.0,0.0
134,26.799999237060547,441.5,50.875,309.41,1,0.0,0.0
135,26.799999237060547,438.25,49.69999980926514,309.41,1,0.0,0.0
136,26.675000190734863,438.5,48.85000038146973,309.41,1,0.0,0.0
137,26.449999809265137,439.0,48.90000057220459,309.41,1,0.0,0.0
138,26.100000381469727,438.25,49.14999961853027,309.41,1,0.0,0.0
139,25.75,439.75,48.72499942779541,309.41,1,0.0,0.0
140,25.424999713897705,439.25,48.72499942779541,309.41,1,0.0,0.0
141,25.100000381469727,438.75,50.92500019073486,309.41,1,0.0,0.0
142,24.82499933242798,439.5,51.249999046325684,309.41,1,0.0,0.0
143,24.774999618530273,441.0,50.77500057220459,309.41,1,0.0,0.0
144,24.82499933242798,441.5,50.125,309.41,1,0.0,0.0
145,24.924999713897712,441.0,49.14999961853027,309.41,2,0.0,0.0
146,25.075000286102295,442.0,48.77499961853027,309.41,2,0.0,0.0
147,25.299999713897705,443.0,48.42500019073486,309.41,2,0.0,0.0
148,25.424999713897712,442.0,48.04999923706055,309.41,2,0.0,0.0
149,25.625000476837158,442.75,47.57500076293945,309.41,2,0.0,0.0
150,25.799999237060547,442.5,47.05000019073486,309.41,2,0.0,0.0
151,25.899999618530277,441.5,46.47499942779541,309.41,2,0.0,0.0
152,26.0,441.25,47.625,309.41,2,0.0,0.0
153,26.100000381469727,440.5,48.0,309.41,2,0.0,0.0
154,26.100000381469727,438.75,48.07499980926514,309.41,2,0.0,0.0
155,26.15000057220459,437.25,48.72500038146973,309.41,2,0.0,0.0
156,26.17500066757202,438.0,49.15000057220459,309.41,2,0.0,0.0
157,26.25,438.5,49.54999923706055,309.41,2,0.0,0.0
158,26.274999618530273,439.5,49.80000019073486,309.41,2,0.0,0.0
159,26.274999618530273,439.75,49.95000076293945,309.41,2,0.0,0.0
160,26.299999237060547,438.5,49.97500038146973,309.41,2,0.0,0.0
161,26.299999237060547,441.0,49.64999866485595,309.41,2,0.0,0.0
162,26.349999427795414,439.0,49.77499961853027,309.41,2,0.0,0.0
163,26.37499952316285,439.75,49.72499942779541,309.41,2,0.0,0.0
164,26.39999961853028,438.25,49.42500114440918,309.41,2,0.0,0.0
165,26.39999961853028,437.75,49.400001525878906,309.41,2,0.0,0.0
166,26.44999980926514,438.0,49.45000076293945,309.41,2,0.0,0.0
167,26.550000190734863,439.25,49.09999942779541,309.41,2,0.0,0.0
168,26.575000286102295,436.25,49.12499904632568,309.41,2,0.0,0.0
169,26.600000381469727,437.25,49.09999847412109,309.41,2,0.0,0.0
170,26.625000476837158,434.5,49.09999942779541,309.41,2,0.0,0.0
171,26.625000476837158,435.0,49.02499961853027,309.41,2,0.0,0.0
172,26.65000057220459,433.25,48.85000038146973,309.41,2,0.0,0.0
173,26.700000762939453,433.25,48.82499980926514,309.41,2,0.0,0.0
174,26.725000381469727,435.25,48.17500019073486,309.41,2,0.0,0.0
175,26.799999237060547,435.75,47.47500038146973,309.41,2,0.0,0.0
176,26.849999427795414,435.75,47.02499961853027,309.41,2,0.0,0.0
177,26.89999961853028,436.75,46.95000076293945,309.41,2,0.0,0.0
178,26.97499990463257,435.25,46.875000953674316,309.41,2,0.0,0.0
179,27.099998474121094,435.75,46.59999942779541,309.41,2,0.0,0.0
180,27.099998474121094,435.75,46.44999980926514,309.41,2,0.0,0.0
181,27.149999618530273,435.25,47.77500057220459,309.41,2,0.0,0.0
182,27.099998474121094,434.75,48.59999942779541,309.41,2,0.0,0.0
183,27.099998474121094,435.25,49.05000019073486,309.41,2,0.0,0.0
184,27.099998474121094,434.25,49.40000057220459,309.41,2,0.0,0.0
185,27.049999237060547,434.0,49.75,309.41,2,0.0,0.0
186,27.024999618530273,435.5,49.92500019073486,309.41,2,0.0,0.0
187,26.97499990463257,433.0,50.12499904632568,309.41,2,0.0,0.0
188,27.0,435.0,50.09999847412109,309.41,2,0.0,0.0
189,26.94999980926514,432.5,50.02499961853027,309.41,2,0.0,0.0
190,26.999999523162842,433.0,50.09999847412109,309.41,2,0.0,0.0
191,26.924999713897712,435.5,50.22499942779541,309.41,2,0.0,0.0
192,26.89999961853028,437.5,50.22499942779541,309.41,2,0.0,0.0
193,26.924999713897712,434.5,49.875,309.41,2,0.0,0.0
194,26.924999713897712,433.5,49.69999980926514,309.41,2,0.0,0.0
195,26.924999713897712,433.25,50.0,309.41,2,0.0,0.0
196,26.94999980926514,434.5,50.05000019073486,309.41,2,0.0,0.0
197,26.94999980926514,431.25,50.32500076293945,309.41,2,0.0,0.0
198,26.924999713897712,433.25,50.69999885559082,309.41,2,0.0,0.0
199,26.94999980926514,433.5,50.624999046325684,309.41,2,0.0,0.0
200,26.89999961853028,431.5,50.55000019073486,309.41,2,0.0,0.0
201,26.89999961853028,431.25,51.0,309.41,2,0.0,0.0
202,26.89999961853028,433.5,51.32499980926514,309.41,2,0.0,0.0
203,26.89999961853028,430.5,50.80000019073486,309.41,2,0.0,0.0
204,26.924999713897712,433.25,49.874999046325684,309.41,2,0.0,0.0
205,27.024999141693115,432.25,49.40000057220459,309.41,2,0.0,0.0
206,27.07499885559082,434.75,49.375,309.41,2,0.0,0.0
207,27.099998474121094,433.25,49.14999961853027,309.41,2,0.0,0.0
208,27.149999618530273,436.5,49.27499961853027,309.41,2,0.0,0.0
209,27.274999618530273,433.75,49.02499961853027,309.41,2,0.0,0.0
210,27.299999237060547,435.5,49.84999942779541,309.41,2,0.0,0.0
211,27.225000381469727,434.25,51.374999046325684,309.41,2,0.0,0.0
212,27.175000190734863,433.5,52.32499980926514,309.41,2,0.0,0.0
213,27.099998474121094,434.5,52.72499942779541,309.41,2,0.0,0.0
214,27.07499885559082,433.5,52.90000057220459,309.41,2,0.0,0.0
215,27.024999618530273,433.25,53.32499980926514,309.41,2,0.0,0.0
216,26.94999980926514,434.5,53.92500019073486,309.41,2,0.0,0.0
217,26.97499990463257,435.0,54.44999980926514,309.41,2,0.0,0.0
218,26.89999961853028,435.0,54.54999923706055,309.41,2,0.0,0.0
219,26.89999961853028,437.0,54.32500076293945,309.41,2,0.0,0.0
220,26.82499933242798,435.75,54.80000019073486,309.41,2,0.0,0.0
221,26.82499933242798,436.25,55.22499942779541,309.41,2,0.0,0.0
222,26.82499933242798,436.25,55.55000019073486,309.41,2,0.0,0.0
223,26.799999237060547,436.5,55.64999961853027,309.41,2,0.0,0.0
224,26.799999237060547,436.0,55.67499923706055,309.41,2,0.0,0.0
225,26.799999237060547,434.0,56.02499961853027,309.41,2,0.0,0.0
226,26.799999237060547,433.5,56.17499923706055,309.41,2,0.0,0.0
227,26.799999237060547,434.5,56.375,309.41,2,0.0,0.0
228,26.799999237060547,435.5,56.5,309.41,2,0.0,0.0
229,26.799999237060547,435.5,56.42500114440918,309.41,2,0.0,0.0
230,26.799999237060547,437.0,56.47500038146973,309.41,2,0.0,0.0
231,26.799999237060547,435.5,56.67499923706055,309.41,2,0.0,0.0
232,26.799999237060547,435.25,56.90000057220459,309.41,2,0.0,0.0
233,26.774999618530273,437.75,56.124999046325684,309.41,2,0.0,0.0
234,26.89999961853028,435.75,55.35000038146973,309.41,2,0.0,0.0
235,26.82499933242798,437.75,54.60000038146973,309.41,2,0.0,0.0
236,26.89999961853028,439.25,54.02500057220459,309.41,2,0.0,0.0
237,26.89999961853028,439.0,53.80000019073486,309.41,2,0.0,0.0
