index,gardenTemp,gardenCO2,gardenHumid,gardenLight,vegetableAge,vegetableGrowth,vegetableGrowthRate
1,24.833332697550457,520.6666666666666,22.733333587646484,0.0,1,0.0,0.0
2,24.899999618530284,518.3333333333334,22.93333371480306,0.0,1,0.0,0.0
3,24.899999618530284,522.3333333333334,23.299999872843426,0.0,1,0.0,0.0
4,24.933333079020187,522.3333333333334,23.5,0.0,1,0.0,0.0
5,24.96666653951009,519.3333333333334,23.733333587646484,0.0,1,0.0,0.0
6,24.899999618530284,520.6666666666666,23.899999618530273,0.0,1,0.0,0.0
7,24.899999618530284,519.6666666666666,24.03333346048991,0.0,1,0.0,0.0
8,24.86666615804037,518.0,24.200000762939453,0.0,1,0.0,0.0
9,24.766666412353516,518.0,24.299999872843426,0.0,1,0.0,0.0
10,24.633333841959637,520.3333333333334,24.53333346048991,0.0,1,0.0,0.0
11,24.5,520.6666666666666,24.766666412353516,0.0,1,0.0,0.0
12,24.399999618530284,517.3333333333334,24.799999237060547,0.0,1,0.0,0.0
13,24.299999237060547,518.3333333333334,24.833332697550457,0.0,1,0.0,0.0
14,24.233333587646484,519.0,24.799999237060547,0.0,1,0.0,0.0
15,24.200000762939453,519.3333333333334,24.799999237060547,0.0,1,0.0,0.0
16,24.100000381469727,517.6666666666666,24.799999237060547,0.0,1,0.0,0.0
17,24.100000381469727,521.0,24.733333587646484,0.0,1,0.0,0.0
18,24.100000381469727,519.6666666666666,24.700000762939453,0.0,1,0.0,0.0
19,24.100000381469727,518.6666666666666,24.766666412353516,0.0,1,0.0,0.0
20,24.100000381469727,520.0,24.799999237060547,0.0,1,0.0,0.0
21,24.100000381469727,516.6666666666666,24.899999618530284,0.0,1,0.0,0.0
22,24.433333079020183,514.3333333333334,24.96666653951009,0.0,1,0.0,0.0
23,24.633333841959637,519.6666666666666,25.0,0.0,1,0.0,0.0
24,24.36666615804037,518.0,24.96666653951009,0.0,1,0.0,0.0
25,24.233333587646484,519.3333333333334,24.899999618530284,0.0,1,0.0,0.0
26,24.100000381469727,514.6666666666666,24.833332697550457,0.0,1,0.0,0.0
27,24.100000381469727,519.3333333333334,24.799999237060547,0.0,1,0.0,0.0
28,24.066666920979817,515.6666666666666,24.799999237060547,0.0,1,0.0,0.0
29,24.03333346048991,517.0,24.833332697550457,0.0,1,0.0,0.0
30,24.0,517.3333333333334,24.799999237060547,0.0,1,0.0,0.0
31,24.0,520.6666666666666,24.86666615804037,0.0,1,0.0,0.0
32,23.96666653951009,518.3333333333334,24.86666615804037,0.0,1,0.0,0.0
33,23.933333079020187,518.3333333333334,24.899999618530284,0.0,1,0.0,0.0
34,23.899999618530284,515.6666666666666,24.899999618530284,0.0,1,0.0,0.0
35,23.899999618530284,514.6666666666666,24.899999618530284,0.0,1,0.0,0.0
36,23.899999618530284,515.6666666666666,24.46666717529297,0.0,1,0.0,0.0
37,23.933333079020187,516.3333333333334,23.266666412353516,0.0,1,0.0,0.0
38,24.03333346048991,516.0,22.633333206176758,0.0,1,0.0,0.0
39,24.100000381469727,515.3333333333334,22.299999237060547,0.0,1,0.0,0.0
40,24.166667302449543,514.3333333333334,22.200000127156574,0.0,1,0.0,0.0
41,24.333332697550457,514.6666666666666,22.03333346048991,0.0,1,0.0,0.0
42,24.36666615804037,515.6666666666666,22.133333841959637,0.0,1,0.0,0.0
43,24.399999618530284,519.3333333333334,22.03333346048991,0.0,1,0.0,0.0
44,24.5,515.6666666666666,22.133333841959637,0.0,1,0.0,0.0
45,24.53333346048991,517.6666666666666,22.399999618530273,0.0,1,0.0,0.0
46,24.53333346048991,517.6666666666666,23.266666412353516,0.0,1,0.0,0.0
47,24.5,514.3333333333334,24.06666628519694,0.0,1,0.0,0.0
48,24.36666615804037,512.6666666666666,24.700000127156574,0.0,1,0.0,0.0
49,24.299999237060547,514.0,25.0,0.0,1,0.0,0.0
50,24.133333841959637,516.0,25.266666412353516,0.0,1,0.0,0.0
51,24.0,518.6666666666666,25.5,0.0,1,0.0,0.0
52,23.899999618530284,515.6666666666666,25.700000762939453,0.0,1,0.0,0.0
53,23.799999237060547,516.3333333333334,25.799999237060547,0.0,1,0.0,0.0
54,23.766666412353516,516.0,25.799999237060547,0.0,1,0.0,0.0
55,23.666666666666668,514.3333333333334,25.799999237060547,0.0,1,0.0,0.0
56,23.633333841959637,512.6666666666666,25.833332697550457,0.0,1,0.0,0.0
57,23.600000381469727,514.6666666666666,26.066666920979817,0.0,1,0.0,0.0
58,23.53333346048991,514.0,26.133333841959637,0.0,1,0.0,0.0
59,23.433333079020187,512.0,26.166667302449543,0.0,1,0.0,0.0
60,23.399999618530284,514.3333333333334,26.100000381469727,0.0,1,0.0,0.0
61,23.399999618530284,516.3333333333334,26.133333841959637,0.0,1,0.0,0.0
62,23.333332697550457,518.0,26.100000381469727,0.0,1,0.0,0.0
63,23.299999237060547,521.6666666666666,26.233333587646484,0.0,1,0.0,0.0
64,23.299999237060547,519.0,26.433333079020187,0.0,1,0.0,0.0
65,23.266666412353516,520.6666666666666,26.5,0.0,1,0.0,0.0
66,23.233333587646484,520.6666666666666,26.5,0.0,1,0.0,0.0
67,23.166667302449543,520.0,26.5,0.0,1,0.0,0.0
68,23.133333841959637,519.0,26.5,0.0,1,0.0,0.0
69,23.100000381469727,518.6666666666666,26.5,0.0,1,0.0,0.0
70,23.100000381469727,518.3333333333334,26.53333346048991,0.0,1,0.0,0.0
71,23.100000381469727,517.3333333333334,26.600000381469727,0.0,1,0.0,0.0
72,23.066666920979817,518.0,26.633333841959637,0.0,1,0.0,0.0
73,23.100000381469727,517.3333333333334,26.799999237060547,0.0,1,0.0,0.0
74,23.066666920979817,518.3333333333334,26.733333587646484,0.0,1,0.0,0.0
75,23.066666920979817,521.3333333333334,26.43333371480306,0.0,1,0.0,0.0
76,23.03333346048991,518.3333333333334,25.833333333333332,0.0,1,0.0,0.0
77,23.100000381469727,515.6666666666666,25.399999618530273,0.0,1,0.0,0.0
78,23.100000381469727,518.6666666666666,25.200000127156574,0.0,1,0.0,0.0
79,23.200000762939453,520.0,25.066666920979817,0.0,1,0.0,0.0
80,23.299999237060547,519.6666666666666,24.366666793823242,0.0,1,0.0,0.0
81,23.299999237060547,519.6666666666666,23.766667048136394,0.0,1,0.0,0.0
82,23.399999618530284,520.6666666666666,23.299999872843426,0.0,1,0.0,0.0
83,23.5,520.3333333333334,23.03333346048991,0.0,1,0.0,0.0
84,23.600000381469727,519.6666666666666,22.833332697550457,0.0,1,0.0,0.0
85,23.700000762939453,518.6666666666666,23.133333206176758,0.0,1,0.0,0.0
